"Step","lr_test: 1e-05 - train_loss","lr_test: 1e-05 - train_loss__MIN","lr_test: 1e-05 - train_loss__MAX","lr_test: 5e-05 - train_loss","lr_test: 5e-05 - train_loss__MIN","lr_test: 5e-05 - train_loss__MAX","lr_test: 0.0001 - train_loss","lr_test: 0.0001 - train_loss__MIN","lr_test: 0.0001 - train_loss__MAX","lr_test: 0.0005 - train_loss","lr_test: 0.0005 - train_loss__MIN","lr_test: 0.0005 - train_loss__MAX","lr_test: 0.001 - train_loss","lr_test: 0.001 - train_loss__MIN","lr_test: 0.001 - train_loss__MAX"
"285","-12.011514542978022","-12.011514542978022","-12.011514542978022","-12.027796141708954","-12.027796141708954","-12.027796141708954","-12.021930175491526","-12.021930175491526","-12.021930175491526","-12.016425132751465","-12.016425132751465","-12.016425132751465","-12.012051389187198","-12.012051389187198","-12.012051389187198"
"286","-12.01030692571326","-12.01030692571326","-12.01030692571326","-12.025900732112836","-12.025900732112836","-12.025900732112836","-12.022144872930985","-12.022144872930985","-12.022144872930985","-12.011756993547271","-12.011756993547271","-12.011756993547271","-12.00850671454321","-12.00850671454321","-12.00850671454321"
"287","-12.01046419747268","-12.01046419747268","-12.01046419747268","-12.028428560570825","-12.028428560570825","-12.028428560570825","-12.023161984697174","-12.023161984697174","-12.023161984697174","-12.020101305804674","-12.020101305804674","-12.020101305804674","-12.002681720105908","-12.002681720105908","-12.002681720105908"
"288","-12.010496912123282","-12.010496912123282","-12.010496912123282","-12.028180122375488","-12.028180122375488","-12.028180122375488","-12.028470172157771","-12.028470172157771","-12.028470172157771","-12.01211722893051","-12.01211722893051","-12.01211722893051","-12.003291516364376","-12.003291516364376","-12.003291516364376"
"289","-12.008183744889271","-12.008183744889271","-12.008183744889271","-12.02908564217483","-12.02908564217483","-12.02908564217483","-12.027835592438903","-12.027835592438903","-12.027835592438903","-11.99330170546906","-11.99330170546906","-11.99330170546906","-12.009446144104004","-12.009446144104004","-12.009446144104004"
"290","-12.00786736645276","-12.00786736645276","-12.00786736645276","-12.031500285184837","-12.031500285184837","-12.031500285184837","-12.027421661570102","-12.027421661570102","-12.027421661570102","-12.005117935470388","-12.005117935470388","-12.005117935470388","-12.007651896416386","-12.007651896416386","-12.007651896416386"
"291","-12.01036777979211","-12.01036777979211","-12.01036777979211","-12.030430045308947","-12.030430045308947","-12.030430045308947","-12.028704932973355","-12.028704932973355","-12.028704932973355","-12.005065302305583","-12.005065302305583","-12.005065302305583","-12.00276877004889","-12.00276877004889","-12.00276877004889"
"292","-12.013309128676788","-12.013309128676788","-12.013309128676788","-12.028445135189008","-12.028445135189008","-12.028445135189008","-12.02806815618201","-12.02806815618201","-12.02806815618201","-12.016693163521682","-12.016693163521682","-12.016693163521682","-12.003509038611304","-12.003509038611304","-12.003509038611304"
"293","-12.009733598443527","-12.009733598443527","-12.009733598443527","-12.025910812088206","-12.025910812088206","-12.025910812088206","-12.02852985526942","-12.02852985526942","-12.02852985526942","-12.020718815960462","-12.020718815960462","-12.020718815960462","-12.001324919205677","-12.001324919205677","-12.001324919205677"
"294","-12.012085504169706","-12.012085504169706","-12.012085504169706","-12.02671407144281","-12.02671407144281","-12.02671407144281","-12.027526336380198","-12.027526336380198","-12.027526336380198","-12.020363795606396","-12.020363795606396","-12.020363795606396","-12.001622320730474","-12.001622320730474","-12.001622320730474"
"295","-12.01121779333187","-12.01121779333187","-12.01121779333187","-12.0265570290481","-12.0265570290481","-12.0265570290481","-12.021283318724814","-12.021283318724814","-12.021283318724814","-12.019136935849733","-12.019136935849733","-12.019136935849733","-11.95391808280462","-11.95391808280462","-11.95391808280462"
"296","-12.014444097687926","-12.014444097687926","-12.014444097687926","-12.027267045612577","-12.027267045612577","-12.027267045612577","-12.023242890080319","-12.023242890080319","-12.023242890080319","-12.019818873345097","-12.019818873345097","-12.019818873345097","-11.983109268961073","-11.983109268961073","-11.983109268961073"
"297","-12.012801230708256","-12.012801230708256","-12.012801230708256","-12.026562847668611","-12.026562847668611","-12.026562847668611","-12.019968962367576","-12.019968962367576","-12.019968962367576","-12.026169776916504","-12.026169776916504","-12.026169776916504","-11.997503534148011","-11.997503534148011","-11.997503534148011"
"298","-12.014606644835654","-12.014606644835654","-12.014606644835654","-12.02736071091664","-12.02736071091664","-12.02736071091664","-12.021940339969683","-12.021940339969683","-12.021940339969683","-12.02403145802172","-12.02403145802172","-12.02403145802172","-11.985163700731494","-11.985163700731494","-11.985163700731494"
"299","-12.012571226192426","-12.012571226192426","-12.012571226192426","-12.025060677830178","-12.025060677830178","-12.025060677830178","-12.02080162869224","-12.02080162869224","-12.02080162869224","-12.016597446007065","-12.016597446007065","-12.016597446007065","-11.992673234094548","-11.992673234094548","-11.992673234094548"
"300","-12.012601466118534","-12.012601466118534","-12.012601466118534","-12.027440191824224","-12.027440191824224","-12.027440191824224","-12.021575094778326","-12.021575094778326","-12.021575094778326","-12.018621758569646","-12.018621758569646","-12.018621758569646","-11.997286555133288","-11.997286555133288","-11.997286555133288"
"301","-12.013818487336364","-12.013818487336364","-12.013818487336364","-12.027118537999407","-12.027118537999407","-12.027118537999407","-12.019071482404877","-12.019071482404877","-12.019071482404877","-12.015008262441128","-12.015008262441128","-12.015008262441128","-12.000436324107495","-12.000436324107495","-12.000436324107495"
"302","-12.010364146172245","-12.010364146172245","-12.010364146172245","-12.020349321486075","-12.020349321486075","-12.020349321486075","-12.025460991678358","-12.025460991678358","-12.025460991678358","-12.018944836870025","-12.018944836870025","-12.018944836870025","-11.99670733681208","-11.99670733681208","-11.99670733681208"
"303","-12.012049638772313","-12.012049638772313","-12.012049638772313","-12.021903267389611","-12.021903267389611","-12.021903267389611","-12.025803565979004","-12.025803565979004","-12.025803565979004","-12.015893863726266","-12.015893863726266","-12.015893863726266","-11.99640148500853","-11.99640148500853","-11.99640148500853"
"304","-12.010734075232397","-12.010734075232397","-12.010734075232397","-12.020579410504691","-12.020579410504691","-12.020579410504691","-12.028144244906269","-12.028144244906269","-12.028144244906269","-12.01120730291439","-12.01120730291439","-12.01120730291439","-11.99652551095697","-11.99652551095697","-11.99652551095697"
"305","-12.009434253354616","-12.009434253354616","-12.009434253354616","-12.023240524002269","-12.023240524002269","-12.023240524002269","-12.020873673354522","-12.020873673354522","-12.020873673354522","-12.007309153110166","-12.007309153110166","-12.007309153110166","-11.998081400424619","-11.998081400424619","-11.998081400424619"
"306","-12.01248223268533","-12.01248223268533","-12.01248223268533","-12.026032785826091","-12.026032785826091","-12.026032785826091","-12.026032206378405","-12.026032206378405","-12.026032206378405","-12.007030523276027","-12.007030523276027","-12.007030523276027","-12.003061994721618","-12.003061994721618","-12.003061994721618"
"307","-12.011677693717088","-12.011677693717088","-12.011677693717088","-12.021022011962119","-12.021022011962119","-12.021022011962119","-12.018798236605488","-12.018798236605488","-12.018798236605488","-12.00453367112558","-12.00453367112558","-12.00453367112558","-12.000492240809187","-12.000492240809187","-12.000492240809187"
"308","-12.013164604766459","-12.013164604766459","-12.013164604766459","-12.023573972001861","-12.023573972001861","-12.023573972001861","-12.02236800857737","-12.02236800857737","-12.02236800857737","-11.988607623909093","-11.988607623909093","-11.988607623909093","-12.000696278825592","-12.000696278825592","-12.000696278825592"
"309","-12.013002178337","-12.013002178337","-12.013002178337","-12.02563104750235","-12.02563104750235","-12.02563104750235","-12.022196528277819","-12.022196528277819","-12.022196528277819","-12.00930769232255","-12.00930769232255","-12.00930769232255","-12.006662404989894","-12.006662404989894","-12.006662404989894"
"310","-12.011911657792103","-12.011911657792103","-12.011911657792103","-12.024392007272455","-12.024392007272455","-12.024392007272455","-12.018669732009307","-12.018669732009307","-12.018669732009307","-12.002922359901138","-12.002922359901138","-12.002922359901138","-12.002337298815764","-12.002337298815764","-12.002337298815764"
"311","-12.013447097585171","-12.013447097585171","-12.013447097585171","-12.017702513103243","-12.017702513103243","-12.017702513103243","-12.019981879222241","-12.019981879222241","-12.019981879222241","-12.011447182184533","-12.011447182184533","-12.011447182184533","-12.004338035100623","-12.004338035100623","-12.004338035100623"
"312","-12.011154150661033","-12.011154150661033","-12.011154150661033","-12.020331129243102","-12.020331129243102","-12.020331129243102","-12.02019899102706","-12.02019899102706","-12.02019899102706","-12.013643663140792","-12.013643663140792","-12.013643663140792","-12.009756172759623","-12.009756172759623","-12.009756172759623"
"313","-12.010338940197908","-12.010338940197908","-12.010338940197908","-12.0214295809782","-12.0214295809782","-12.0214295809782","-12.021632617032981","-12.021632617032981","-12.021632617032981","-12.015283596666553","-12.015283596666553","-12.015283596666553","-12.009586008289192","-12.009586008289192","-12.009586008289192"
"314","-12.011949454681783","-12.011949454681783","-12.011949454681783","-12.01675458497639","-12.01675458497639","-12.01675458497639","-12.019932239870482","-12.019932239870482","-12.019932239870482","-12.017952665497985","-12.017952665497985","-12.017952665497985","-12.007811051380786","-12.007811051380786","-12.007811051380786"
"315","-12.011596172670775","-12.011596172670775","-12.011596172670775","-12.016867987717255","-12.016867987717255","-12.016867987717255","-12.021794729594943","-12.021794729594943","-12.021794729594943","-12.017533773108374","-12.017533773108374","-12.017533773108374","-12.011310335956042","-12.011310335956042","-12.011310335956042"
"316","-12.01232545587081","-12.01232545587081","-12.01232545587081","-12.018847550017924","-12.018847550017924","-12.018847550017924","-12.019314741786522","-12.019314741786522","-12.019314741786522","-12.016514814352687","-12.016514814352687","-12.016514814352687","-12.013322649122793","-12.013322649122793","-12.013322649122793"
"317","-12.012217799319497","-12.012217799319497","-12.012217799319497","-12.022507208812085","-12.022507208812085","-12.022507208812085","-12.019794355464887","-12.019794355464887","-12.019794355464887","-12.0148939301696","-12.0148939301696","-12.0148939301696","-12.010290520100654","-12.010290520100654","-12.010290520100654"
"318","-12.010717959343632","-12.010717959343632","-12.010717959343632","-12.023827842519253","-12.023827842519253","-12.023827842519253","-12.025314970861507","-12.025314970861507","-12.025314970861507","-12.008699380898777","-12.008699380898777","-12.008699380898777","-12.002446512632732","-12.002446512632732","-12.002446512632732"
"319","-12.01069375533092","-12.01069375533092","-12.01069375533092","-12.02315860458567","-12.02315860458567","-12.02315860458567","-12.030743357501452","-12.030743357501452","-12.030743357501452","-12.012473722047444","-12.012473722047444","-12.012473722047444","-12.011670595482935","-12.011670595482935","-12.011670595482935"
"320","-12.013190353973002","-12.013190353973002","-12.013190353973002","-12.026517976688433","-12.026517976688433","-12.026517976688433","-12.025246632250049","-12.025246632250049","-12.025246632250049","-12.01799991462804","-12.01799991462804","-12.01799991462804","-12.010939006563984","-12.010939006563984","-12.010939006563984"
"321","-12.01042753533472","-12.01042753533472","-12.01042753533472","-12.02507751802855","-12.02507751802855","-12.02507751802855","-12.026178420344486","-12.026178420344486","-12.026178420344486","-12.018184613577928","-12.018184613577928","-12.018184613577928","-12.009334081335913","-12.009334081335913","-12.009334081335913"
"322","-12.010327701327167","-12.010327701327167","-12.010327701327167","-12.023289535619035","-12.023289535619035","-12.023289535619035","-12.026920910123028","-12.026920910123028","-12.026920910123028","-12.012585338157944","-12.012585338157944","-12.012585338157944","-12.012465163122249","-12.012465163122249","-12.012465163122249"
